indicator	malware
#3264:2500	#4341:0
#3297:1662	#4469:1
#3260:2082	#4578:0
#3276:1330	#4458:0
#3282:2417	#4265:1
#3278:501	#4464:0
#3263:1999	#4274:0
#3273:2909	#4282:0
#3263:173	#4269:0
#3288:1747	#4265:0
#3284:666	#4281:0
#3290:166	#4276:1
#3261:3165	#4474:0
#3259:1333	#4395:0
#3272:2494	#4271:0
#3280:2078	#4265:1
#3297:2664	#4279:1
#3279:3158	#4263:1
#3273:2331	#4269:1
#3298:498	#4342:0
#3283:3160	#4292:1
#3278:749	#4358:1
#3283:2743	#4469:1
#3276:2	#4298:0
#3260:506	#4265:0
#3284:3158	#4358:1
#3297:3240	#4283:1
#3274:2161	#4274:0
#3268:2581	#4463:1
#3293:2162	#4265:0
#3293:1579	#4271:0
#3294:2579	#4458:1
#3265:1583	#4344:1
#3265:2244	#4264:1
#3290:2746	#4276:0
#3283:252	#4282:0
#3292:589	#4265:0
#3273:257	#4571:0
#3281:754	#4301:0
#3269:2746	#4272:1
#3286:1334	#4284:1
#3269:2913	#4468:0
#3277:1254	#4269:0
#3284:1912	#4265:0
#3275:919	#4263:2
#3284:2747	#4265:0
#3293:1996	#4271:0
#3281:3077	#4354:0
#3277:2910	#4270:0
#3297:1667	#4298:0
#3288:1586	#4274:0
#3289:3240	#4356:0
#3275:999	#4303:0
#3281:834	#4359:1
#3286:336	#4370:0
#3277:253	#4348:0
#3266:506	#4347:0
#3275:1585	#4265:0
#3282:919	#4370:0
#3271:3076	#4323:0
#3278:255	#4265:0
#3260:2333	#4279:1
#3275:2910	#4282:0
#3272:1082	#4263:0
#3296:1168	#4271:1
#3259:2997	#4259:2
#3277:1830	#4269:0
#3289:3246	#4269:0
#3276:2666	#4550:0
#3285:1497	#4540:0
#3290:668	#4469:1
#3278:749	#4264:1
#3297:1579	#4538:0
#3266:1665	#4494:0
#3260:1332	#4265:0
#3264:2584	#4265:0
#3276:336	#4269:0
#3263:2827	#4343:0
#3285:503	#4370:0
#3276:999	#4363:0
#3297:2666	#4264:1
#3274:3078	#4488:0
#3264:90	#4275:0
#3289:2417	#4287:0
#3275:1750	#4265:0
#3273:1417	#4541:0
#3295:1583	#4486:0
#3273:253	#4287:0
#3278:2665	#4474:0
#3281:584	#4264:1
#3294:1082	#4259:2
#3295:255	#4387:0
#3278:1751	#4259:0
#3284:999	#4259:2
#3293:2248	#4491:0
#3280:838	#4348:0
#3288:3162	#4308:0
#3270:2748	#4474:0
#3295:583	#4276:1
#3272:3162	#4551:0
#3286:2498	#4264:1
#3295:1917	#4348:0
#3280:1665	#4341:0
#3297:502	#4279:0
#3262:2079	#4356:0
#3290:3162	#4282:0
#3281:252	#4272:1
#3262:1416	#4271:0
#3274:586	#4491:0
#3294:2164	#4383:0
#3282:1917	#4386:0
#3296:832	#4265:0
#3271:1750	#4265:0
#3294:918	#4286:0
#3262:2250	#4469:1
#3282:2582	#4259:0
#3265:2078	#4411:0
#3298:1252	#4265:1
#3260:334	#4264:1
#3268:2079	#4338:0
#3277:1914	#4265:0
#3261:1420	#4259:2
#3279:420	#4545:0
#3275:2993	#4360:1
#3274:1667	#4272:1
#3264:2501	#4288:1
#3262:2828	#4279:0
#3282:1502	#4338:0
#3266:1831	#4265:0
#3278:1498	#4338:0
#3259:419	#4466:0
#3287:1419	#4370:0
#3275:2660	#4465:0
#3275:668	#4265:0
#3298:1001	#4273:0
#3276:1084	#4579:0
#3297:2247	#4467:0
#3287:251	#4284:1
#3290:1082	#4297:0
#3287:1330	#4311:0
#3272:168	#4275:0
#3275:834	#4367:0
#3290:1583	#4271:0
#3290:2248	#4284:1
#3294:2827	#4284:1
#3289:2914	#4265:0
#3277:1082	#4281:0
#3277:2828	#4273:0
#3268:2826	#4282:0
#3267:1417	#4265:0
#3269:1331	#4474:0
#3282:749	#4265:0
#3293:0	#4292:1
#3276:1914	#4264:1
#3289:584	#4287:0
#3276:2251	#4340:1
#3264:3241	#4295:1
#3276:2329	#4338:0
#3289:1003	#4282:0
#3292:2742	#4271:0
#3278:3	#4458:1
#3275:2415	#4354:0
#3293:2251	#4314:0
#3296:2500	#4359:1
#3291:3247	#4287:0
#3264:839	#4350:0
#3284:1669	#4380:0
#3270:1166	#4265:0
#3282:1997	#4287:0
#3265:1085	#4579:0
#3280:1749	#4258:0
#3276:2246	#4318:0
#3292:0	#4355:1
#3268:3158	#4259:2
#3285:336	#4489:0
#3286:1996	#4279:0
#3264:837	#4349:1
#3264:1830	#4579:0
#3293:2743	#4276:1
#3275:587	#4344:1
#3284:1665	#4356:0
#3269:1003	#4341:1
#3291:1170	#4265:1
#3289:2417	#4419:0
#3269:2496	#4272:1
#3298:1497	#4274:0
#3269:998	#4367:0
#3295:1168	#4263:2
#3288:421	#4282:1
#3293:500	#4287:0
#3293:419	#4284:1
#3284:1499	#4265:1
#3276:1667	#4264:1
#3290:1915	#4467:0
#3273:2001	#4264:1
#3268:334	#4265:0
#3289:2416	#4311:0
#3295:417	#4265:0
#3275:255	#4370:0
#3272:1666	#4264:1
#3259:2830	#4286:1
#3273:500	#4458:0
#3263:919	#4276:1
#3270:1997	#4277:1
#3283:2825	#4265:0
#3286:1331	#4276:1
#3290:1666	#4339:1
#3276:2165	#4277:1
#3265:0	#4393:0
#3298:2327	#4340:1
#3259:1417	#4277:1
#3298:1667	#4277:1
#3286:1418	#4486:0
#3297:1745	#4458:0
#3295:1585	#4358:1
#3292:1083	#4265:0
#3265:1164	#4263:1
#3285:2247	#4489:0
#3276:1747	#4347:1
#3261:3160	#4265:0
#3292:168	#4550:0
#3278:748	#4305:0
#3298:1415	#4284:1
#3280:422	#4293:0
#3272:3243	#4287:1
#3290:2250	#4470:0
#3289:334	#4297:1
#3264:1164	#4558:0
#3265:506	#4370:0
#3282:2079	#4265:0
#3261:1916	#4265:0
#3297:1584	#4467:0
#3274:589	#4391:0
#3262:1332	#4284:1
#3292:1001	#4474:0
#3268:3160	#4274:0
#3298:2831	#4357:0
#3277:3	#4275:1
#3297:2742	#4264:1
#3282:1168	#4312:0
#3265:999	#4391:0
#3263:2331	#4284:1
#3296:999	#4500:0
#3262:2661	#4347:1
#3295:1996	#4273:0
#3264:2500	#4273:0
#3287:2744	#4467:0
#3277:1253	#4270:0
#3294:834	#4284:1
#3286:1503	#4479:0
#3274:670	#4263:0
#3297:2247	#4269:0
#3282:1503	#4259:2
#3292:838	#4284:1
#3279:338	#4579:0
#3296:1416	#4287:0
#3296:2665	#4283:0
#3270:2000	#4269:0
#3280:1498	#4279:1
#3264:2581	#4287:0
#3265:340	#4278:1
#3260:2993	#4265:0
#3260:1832	#4465:1
#3284:2495	#4458:1
#3266:1749	#4465:1
#3282:668	#4265:0
#3278:1415	#4579:0
#3296:2660	#4305:0
#3296:2	#4265:0
#3277:4	#4264:1
#3262:3248	#4270:0
#3294:751	#4305:0
#3259:419	#4462:0
#3276:1999	#4294:1
#3287:3080	#4277:1
#3259:1250	#4467:0
#3266:2244	#4265:0
#3298:6	#4272:1
#3278:920	#4265:1
#3271:1001	#4259:2
#3288:2662	#4264:1
#3290:582	#4375:0
#3275:1003	#4486:0
#3283:2	#4265:0
#3286:668	#4274:1
#3264:1331	#4265:0
#3286:1331	#4373:0
#3260:2496	#4265:1
#3288:499	#4305:0
#3286:6	#4359:1
#3291:1586	#4269:0
#3286:2832	#4287:0
#3276:3081	#4265:0
#3279:2743	#4344:1
#3280:3246	#4463:0
#3272:2999	#4264:0
#3271:1581	#4370:0
#3262:1414	#4275:0
#3267:750	#4277:1
#3298:748	#4370:0
#3288:999	#4279:1
#3275:837	#4350:0
#3298:2079	#4411:0
#3286:1915	#4338:1
#3271:4	#4579:0
#3259:999	#4462:0
#3293:3080	#4292:1
#3287:589	#4587:0
#3293:2328	#4282:0
#3298:1416	#4265:0
#3274:2080	#4295:1
#3266:1004	#4377:0
#3285:1665	#4579:0
#3283:3076	#4540:0
#3271:919	#4265:0
#3260:2660	#4293:0
#3287:2996	#4398:0
#3269:2078	#4479:0
#3295:3	#4386:0
#3289:5	#4287:1
#3285:1666	#4579:0
#3263:172	#4277:1
#3290:1663	#4340:0
#3291:1001	#4265:0
#3265:583	#4356:0
#3281:0	#4275:0
#3263:3164	#4284:1
#3261:173	#4275:0
#3264:1665	#4281:0
#3278:2909	#4322:0
#3264:670	#4259:0
#3277:90	#4370:0
#3278:3163	#4474:0
#3289:1084	#4344:1
#3277:1919	#4283:0
#3260:416	#4351:0
#3277:1748	#4274:0
#3272:421	#4367:0
#3261:3079	#4344:1
#3298:90	#4342:0
#3279:1337	#4418:0
#3290:921	#4486:0
#3291:1252	#4467:0
#3291:2993	#4540:0
#3297:250	#4273:0
#3265:1500	#4486:0
#3259:3075	#4343:1
#3293:2493	#4486:0
#3282:2745	#4276:1
#3286:1996	#4283:0
#3269:1585	#4275:0
#3293:3077	#4370:0
#3294:170	#4284:1
#3289:2000	#4418:0
#3273:3241	#4279:1
#3264:669	#4259:2
#3282:2659	#4269:0
#3271:2416	#4271:0
#3274:1999	#4356:0
#3276:250	#4273:0
#3276:2414	#4273:0
#3273:2081	#4353:1
#3284:2660	#4282:1
#3290:3163	#4292:1
#3263:1084	#4276:1
#3281:2744	#4263:1
#3293:588	#4474:0
#3286:90	#4288:1
#3275:333	#4350:0
#3284:417	#4266:0
#3291:1752	#4259:0
#3263:1085	#4299:0
#3283:2412	#4265:0
#3274:1916	#4284:1
#3294:2333	#4393:0
#3269:2168	#4265:0
#3298:2493	#4540:0
#3266:750	#4283:1
#3295:918	#4356:0
#3267:1500	#4264:1
#3274:588	#4277:1
#3284:2909	#4299:0
#3295:2913	#4259:2
#3268:501	#4568:0
#3275:2828	#4348:0
#3268:2992	#4270:0
#3279:2415	#4341:1
#3290:2747	#4283:1
#3277:419	#4288:1
#3279:1998	#4265:0
#3284:3075	#4486:0
#3265:1670	#4480:0
#3283:1336	#4264:1
#3272:2583	#4264:1
#3276:3160	#4272:1
#3289:2249	#4348:0
#3262:921	#4282:0
#3268:506	#4579:0
#3289:836	#4265:0
#3263:834	#4270:0
#3270:2745	#4274:1
#3281:84	#4259:2
#3260:3158	#4258:0
#3292:921	#4350:0
#3271:2246	#4258:0
#3271:3075	#4418:0
#3269:2665	#4372:0
#3279:2828	#4276:1
#3285:2414	#4579:0
#3294:1081	#4480:0
#3281:2162	#4265:1
#3276:3248	#4348:0
#3264:423	#4341:1
#3277:1168	#4271:0
#3277:1254	#4467:0
#3288:1830	#4273:0
#3279:499	#4354:0
#3280:1669	#4292:1
#3266:2909	#4264:1
#3288:1582	#4282:0
#3274:1664	#4342:0
#3286:2996	#4560:0
#3293:2493	#4265:0
#3262:1086	#4283:1
#3287:254	#4277:1
#3283:2416	#4320:0
#3280:3247	#4265:0
#3273:1833	#4287:0
#3277:2415	#4280:0
#3295:1420	#4265:1
#3290:585	#4284:1
#3285:1002	#4294:0
#3286:3164	#4297:1
#3265:1417	#4265:1
#3297:2	#4310:0
#3290:3163	#4339:1
#3260:1752	#4271:0
#3262:3	#4283:1
#3283:1497	#4265:0
#3281:2827	#4265:0
#3274:1164	#4259:2
#3292:2579	#4502:0
#3265:583	#4279:1
#3287:1081	#4292:1
#3282:2745	#4360:1
#3269:2329	#4275:0
#3298:3075	#4487:0
#3295:2746	#4489:0
#3272:2168	#4283:1
#3297:3247	#4344:1
#3281:914	#4265:0
#3268:1750	#4279:1
#3270:2079	#4265:1
#3297:2747	#4259:2
#3295:918	#4545:0
#3292:2497	#4543:0
#3297:88	#4294:1
#3282:1165	#4264:1
#3268:417	#4341:0
#3291:1667	#4486:0
#3273:2417	#4363:0
#3291:749	#4462:0
#3270:1581	#4269:0
#3276:88	#4579:0
#3261:835	#4284:1
#3277:84	#4463:0
#3265:1582	#4266:1
#3290:2414	#4264:0
#3285:332	#4342:1
#3290:1164	#4265:0
#3262:2913	#4274:0
#3277:1330	#4472:0
#3268:2666	#4358:1
#3266:254	#4345:0
#3292:1253	#4310:0
#3296:671	#4284:1
#3282:2662	#4287:0
#3274:834	#4264:1
#3291:2412	#4358:1
#3286:2334	#4264:1
#3271:2915	#4556:0
#3266:1247	#4269:0
#3282:666	#4370:0
#3259:2827	#4356:0
#3279:503	#4354:0
#3275:2167	#4422:0
#3286:1087	#4367:0
#3272:2583	#4358:1
#3295:1999	#4271:0
#3298:1832	#4280:1
#3286:585	#4269:0
#3288:1418	#4354:0
#3270:1831	#4292:1
#3272:1995	#4276:1
#3270:1996	#4538:0
#3269:1253	#4264:0
#3264:999	#4398:0
#3278:588	#4284:1
#3270:671	#4281:1
#3262:251	#4259:2
#3295:3163	#4465:1
#3262:2411	#4260:1
#3266:2413	#4259:2
#3292:1586	#4489:0
#3263:3077	#4265:0
#3285:256	#4292:1
#3291:586	#4284:1
#3278:2080	#4286:1
#3284:2495	#4339:0
#3286:665	#4341:1
#3295:1585	#4264:1
#3270:1084	#4271:0
#3273:2500	#4386:0
#3281:1579	#4277:1
#3277:1082	#4271:0
#3263:2831	#4265:0
#3271:2330	#4280:1
#3296:2244	#4341:1
#3266:2995	#4271:0
#3291:1579	#4265:0
#3295:3079	#4271:0
#3296:1003	#4259:0
#3286:169	#4276:1
#3276:2665	#4272:1
#3266:2663	#4272:1
#3286:168	#4489:0
#3260:2582	#4282:0
#3294:2168	#4354:0
#3275:334	#4353:1
#3290:256	#4269:0
#3276:2167	#4341:0
#3267:254	#4298:0
#3262:2666	#4265:0
#3288:833	#4276:1
#3279:2583	#4486:0
#3266:2744	#4274:0
#3287:3	#4587:0
#3298:3075	#4339:1
#3261:1916	#4370:0
#3283:334	#4465:1
#3275:3246	#4323:0
#3260:2498	#4311:0
#3290:1829	#4274:1
#3289:749	#4271:1
#3272:1586	#4320:0
#3270:2911	#4370:0
#3298:2577	#4282:0
#3286:1503	#4271:0
#3283:2914	#4284:1
#3279:1581	#4287:0
#3259:1004	#4277:1
#3288:2992	#4278:1
#3267:254	#4258:0
#3259:2250	#4265:0
#3285:172	#4367:0
#3291:1500	#4279:0
#3289:754	#4556:0
#3298:166	#4549:0
#3267:1086	#4344:1
#3279:1836	#4358:1
#3278:2993	#4391:0
#3273:2914	#4284:1
#3281:1833	#4475:0
#3290:3074	#4258:0
#3260:1504	#4367:0
#3269:2002	#4370:0
#3287:2580	#4282:0
#3266:2999	#4359:1
#3272:1585	#4411:0
#3286:665	#4287:0
#3275:2085	#4283:0
#3261:2078	#4265:0
#3264:3075	#4284:1
#3276:671	#4264:1
#3277:1419	#4372:0
#3294:1502	#4265:0
#3294:1087	#4341:1
#3296:5	#4264:1
#3284:999	#4367:0
#3268:1170	#4274:1
#3280:3243	#4393:0
#3286:2327	#4297:1
#3292:168	#4374:0
#3293:3240	#4272:1
#3271:919	#4370:0
#3284:84	#4265:0
#3277:998	#4342:0
#3275:2165	#4392:0
#3264:338	#4265:0
#3292:3161	#4367:0
#3269:339	#4275:0
#3291:836	#4265:1
#3283:2414	#4286:1
#3283:588	#4270:0
#3280:3158	#4264:1
#3274:0	#4265:1
#3259:3158	#4305:0
#3283:1917	#4275:0
#3259:3158	#4344:1
#3278:169	#4418:0
#3278:2992	#4259:2
#3290:1416	#4265:0
#3291:751	#4276:0
#3294:2333	#4354:1
#3268:1663	#4279:1
#3283:2995	#4272:1
#3284:831	#4265:0
#3276:670	#4284:1
#3294:336	#4342:0
#3279:253	#4461:1
#3265:916	#4264:1
#3286:90	#4477:0
#3293:89	#4383:0
#3270:2826	#4289:1
#3276:672	#4269:0
#3277:1165	#4286:1
#3272:1082	#4268:0
#3283:1996	#4277:1
#3292:2913	#4275:0
#3276:837	#4287:0
#3263:834	#4348:0
#3264:837	#4341:0
#3269:2828	#4265:0
#3272:921	#4347:1
#3281:1333	#4275:0
#3287:249	#4469:1
#3282:2913	#4274:1
#3267:503	#4356:0
#3266:920	#4280:1
#3288:666	#4265:0
#3294:1828	#4356:0
#3282:2080	#4316:0
#3287:1999	#4489:0
#3286:1916	#4265:1
#3276:2910	#4483:0
#3284:1748	#4284:1
#3286:1663	#4270:0
#3284:2001	#4469:1
#3266:2328	#4463:1
#3294:668	#4300:0
#3268:585	#4265:0
#3296:1665	#4265:0
#3267:667	#4350:0
#3296:417	#4344:1
#3279:2001	#4284:1
#3279:2576	#4287:0
#3279:1669	#4277:1
#3293:997	#4341:0
#3264:1004	#4258:0
#3291:3247	#4301:0
#3283:256	#4259:0
#3282:585	#4370:0
#3273:1749	#4359:1
#3290:2495	#4265:0
#3270:587	#4344:1
#3272:500	#4300:0
#3298:2327	#4283:0
#3263:669	#4322:0
#3259:2000	#4279:1
#3268:2909	#4284:1
#3267:2328	#4486:0
#3265:3158	#4275:0
#3266:3161	#4265:0
#3279:339	#4323:0
#3285:582	#4345:0
#3289:669	#4342:0
#3278:335	#4263:0
#3285:836	#4388:0
#3276:2915	#4486:0
#3286:2001	#4265:0
#3261:4	#4579:0
#3268:2083	#4265:0
#3281:2997	#4489:0
#3267:169	#4273:0
#3274:90	#4265:0
#3276:89	#4259:0
#3276:254	#4463:0
#3259:2494	#4305:0
#3291:1337	#4587:0
#3286:2829	#4289:1
#3269:1418	#4297:1
#3286:255	#4287:0
#3262:2750	#4287:0
#3286:1170	#4264:1
#3269:503	#4265:0
#3287:2333	#4322:0
#3282:583	#4274:1
#3283:2327	#4279:1
#3296:2996	#4260:0
#3288:1253	#4279:1
#3267:2999	#4338:0
#3263:2743	#4358:1
#3295:2500	#4274:1
#3272:2580	#4265:0
#3274:589	#4259:2
#3259:420	#4539:0
#3279:2583	#4265:0
#3287:4	#4264:1
#3279:2495	#4540:0
#3294:2664	#4287:0
#3274:1666	#4264:1
#3297:831	#4265:0
#3269:170	#4260:1
#3286:1333	#4378:0
#3283:1082	#4265:0
#3279:0	#4378:0
#3294:1662	#4265:0
#3285:1166	#4494:0
#3267:3161	#4276:0
#3270:3242	#4356:0
#3291:752	#4265:0
#3272:334	#4265:1
#3289:2914	#4370:0
#3281:832	#4311:0
#3281:172	#4265:0
#3286:170	#4265:0
#3296:754	#4550:0
#3289:2996	#4279:1
#3274:2999	#4286:0
#3282:2497	#4287:0
#3293:1087	#4263:0
#3272:2083	#4271:0
#3276:2168	#4279:1
#3268:1249	#4479:0
#3288:2079	#4356:0
#3260:999	#4297:1
#3272:1502	#4274:1
#3269:1581	#4361:0
#3286:2166	#4265:0
#3276:334	#4339:1
#3280:1419	#4284:1
#3280:1913	#4391:0
#3291:503	#4265:0
#3285:169	#4558:0
#3292:1331	#4271:1
#3264:254	#4265:0
#3260:1503	#4279:1
#3269:753	#4370:0
#3259:2833	#4342:0
#3291:2998	#4264:0
#3269:1751	#4277:1
#3277:3160	#4265:0
#3273:2412	#4479:0
#3262:1669	#4370:0
#3286:1331	#4360:1
#3293:916	#4338:0
#3272:2493	#4272:1
#3292:1417	#4370:0
#3290:1166	#4265:0
#3295:2666	#4284:1
#3287:1086	#4350:0
#3266:3245	#4276:1
#3259:2833	#4388:0
#3289:2246	#4579:0
#3298:3240	#4341:0
#3263:421	#4269:0
#3278:2329	#4265:0
#3281:2085	#4393:0
#3295:2080	#4265:0
#3281:832	#4367:0
#3283:1000	#4370:0
#3264:1831	#4265:0
#3298:1170	#4265:1
#3279:1171	#4475:0
#3265:587	#4265:0
#3262:1587	#4259:2
#3277:1164	#4279:1
#3284:1500	#4373:0
#3265:2994	#4393:0
#3262:1170	#4347:1
#3290:2082	#4373:0
#3269:1332	#4272:1
#3296:1500	#4344:1
#3292:254	#4259:2
#3259:174	#4265:0
#3271:1831	#4284:1
#3259:838	#4579:0
#3259:1502	#4271:1
#3296:2167	#4277:1
#3279:1746	#4323:0
#3293:1584	#4265:1
#3263:2998	#4363:0
#3287:2001	#4273:0
#3297:671	#4350:0
#3276:2164	#4338:0
#3292:1084	#4356:0
#3282:1167	#4300:0
#3294:2411	#4579:0
#3261:3079	#4467:0
#3296:2413	#4283:0
#3261:423	#4466:0
#3260:2331	#4265:0
#3268:2664	#4279:1
#3279:835	#4261:2
#3260:2414	#4271:0
#3291:2742	#4260:1
#3286:748	#4274:0
#3278:168	#4274:0
#3261:2167	#4283:1
#3268:1753	#4265:1
#3290:2660	#4265:0
#3295:2998	#4554:0
#3298:2577	#4559:0
#3285:832	#4297:1
#3295:2827	#4354:0
#3286:3246	#4276:1
#3270:999	#4282:0
#3292:1832	#4363:0
#3294:1082	#4367:0
#3259:1581	#4370:0
#3263:1336	#4265:0
#3298:1	#4274:1
#3259:754	#4492:0
#3269:1998	#4297:1
#3294:332	#4540:0
#3276:1251	#4262:1
#3295:2082	#4259:0
#3290:3159	#4284:1
#3260:2998	#4579:0
#3287:1247	#4269:0
#3260:2334	#4370:0
#3286:1997	#4370:0
#3265:255	#4485:0
#3289:2410	#4287:0
#3292:3077	#4458:1
#3288:3246	#4359:1
#3264:2162	#4265:0
#3262:3248	#4322:0
#3268:1831	#4310:0
#3284:2662	#4344:1
#3259:1082	#4266:0
#3271:2912	#4356:0
#3272:1501	#4265:0
#3289:3075	#4356:0
#3289:2333	#4579:0
#3269:833	#4339:1
#3266:172	#4277:1
#3271:916	#4383:0
#3265:2995	#4289:1
#3285:2001	#4370:0
#3289:1832	#4557:0
#3282:1664	#4545:0
#3268:754	#4282:1
#3275:2167	#4269:0
#3270:2995	#4264:1
#3270:670	#4258:0
#3277:1497	#4287:0
#3288:1167	#4260:2
#3263:2496	#4279:1
#3297:1828	#4540:0
#3275:2164	#4300:0
#3261:753	#4273:0
#3260:1583	#4277:1
#3277:2080	#4569:0
#3259:1751	#4460:1
#3296:838	#4265:0
#3274:1004	#4383:0
#3297:1082	#4359:1
#3262:502	#4277:1
#3269:1085	#4540:0
#3263:2828	#4287:0
#3263:832	#4266:0
#3276:584	#4297:0
#3286:89	#4264:0
#3294:1415	#4499:0
#3288:2411	#4265:0
#3262:1336	#4264:1
#3291:1249	#4271:0
#3273:1829	#4547:0
#3279:2909	#4287:0
#3283:1916	#4259:0
#3267:502	#4279:0
#3261:2498	#4284:1
#3293:2827	#4359:1
#3283:2827	#4284:1
#3263:1171	#4265:0
#3281:1919	#4389:0
#3267:423	#4370:0
#3261:418	#4358:1
#3266:2996	#4381:0
#3282:749	#4540:0
#3260:837	#4370:0
#3291:1667	#4265:0
#3288:2992	#4360:0
#3291:2993	#4370:0
#3262:2499	#4279:1
#3277:1086	#4275:1
#3295:2914	#4464:0
#3282:1502	#4538:0
#3276:2167	#4325:0
#3273:2579	#4279:1
#3267:5	#4270:0
#3268:2992	#4348:0
#3291:2911	#4286:1
#3297:1087	#4274:0
#3280:751	#4259:2
#3269:1917	#4386:0
#3293:837	#4587:0
#3287:587	#4265:0
#3264:1167	#4301:0
#3269:2494	#4372:0
#3274:2167	#4301:0
#3273:1330	#4347:1
#3294:332	#4265:0
#3262:754	#4287:0
#3264:752	#4370:0
#3274:1331	#4284:1
#3272:1751	#4263:2
#3282:836	#4462:0
#3294:3157	#4264:1
#3264:3079	#4341:1
#3275:589	#4370:0
#3288:1333	#4382:0
#3292:1420	#4354:0
#3289:1253	#4370:0
#3280:1832	#4358:1
#3292:254	#4367:0
#3292:6	#4259:2
#3273:922	#4463:0
#3294:670	#4342:0
#3292:1086	#4265:0
#3278:667	#4274:0
#3275:1169	#4269:0
#3262:3165	#4264:1
#3272:2499	#4289:1
#3274:254	#4263:1
#3295:2333	#4305:0
#3259:2829	#4274:1
#3295:3078	#4265:0
#3267:3076	#4265:0
#3274:256	#4587:0
#3261:504	#4272:1
#3263:2911	#4265:0
#3278:1085	#4487:0
#3291:667	#4265:0
#3277:2828	#4341:0
#3259:417	#4367:0
#3260:667	#4325:0
#3275:2664	#4462:0
#3295:1997	#4367:0
#3287:2743	#4347:1
#3289:751	#4274:1
#3272:2827	#4287:0
#3262:504	#4269:0
#3289:2334	#4467:0
#3268:2250	#4370:0
#3265:670	#4275:1
#3291:2913	#4270:0
#3291:171	#4370:0
#3272:2244	#4301:0
#3290:586	#4287:0
#3289:1583	#4275:1
#3263:1995	#4340:0
#3283:3	#4300:0
#3274:1001	#4279:1
#3286:1420	#4356:0
#3298:586	#4302:0
#3281:2910	#4347:1
#3276:920	#4258:0
#3273:1831	#4258:0
#3276:421	#4326:0
#3283:420	#4283:1
#3261:2000	#4259:2
#3292:1167	#4491:0
#3285:1583	#4280:1
#3295:754	#4310:0
#3284:2580	#4286:1
#3294:3075	#4269:0
#3284:2331	#4281:1
#3276:1503	#4479:0
#3278:3164	#4272:1
#3266:336	#4372:0
#3291:3244	#4367:0
#3296:1248	#4342:0
#3286:2908	#4322:0
#3298:2828	#4265:0
#3282:418	#4458:0
#3298:339	#4307:0
#3279:256	#4259:0
#3297:2084	#4265:0
#3262:3163	#4361:0
#3263:2665	#4265:0
#3263:5	#4469:1
#3289:834	#4283:1
#3264:5	#4377:0
#3286:3074	#4339:1
#3271:672	#4367:0
#3298:1503	#4486:0
#3265:2994	#4339:1
#3284:1749	#4370:0
#3268:665	#4307:0
#3278:3	#4339:0
#3280:917	#4344:1
#3265:2414	#4265:1
#3271:583	#4583:0
#3295:170	#4259:0
#3278:338	#4276:1
#3260:2246	#4298:0
#3272:171	#4358:1
#3292:2332	#4411:0
#3278:1171	#4287:1
#3268:3165	#4265:0
#3284:335	#4271:0
#3282:833	#4259:2
#3274:3078	#4263:2
#3292:1666	#4277:1
#3272:920	#4258:0
#3294:998	#4258:0
#3272:3077	#4341:1
#3265:834	#4297:0
#3282:86	#4486:0
#3291:2912	#4265:0
#3287:1498	#4265:0
#3277:3081	#4470:0
#3262:1915	#4479:0
#3266:171	#4391:0
#3288:2247	#4367:0
#3295:918	#4279:1
#3281:170	#4310:0
#3278:2414	#4265:0
#3282:589	#4370:0
#3297:332	#4283:1
#3291:168	#4469:1
#3280:1335	#4274:1
#3287:1583	#4310:0
#3279:582	#4340:0
#3268:2666	#4264:1
#3276:1170	#4283:0
#3259:672	#4479:0
#3281:251	#4284:1
#3265:2744	#4265:0
#3272:170	#4489:0
#3291:2914	#4265:0
#3293:2662	#4341:0
#3280:2829	#4265:0
#3280:836	#4359:1
#3263:755	#4265:0
#3297:2827	#4284:1
#3264:2413	#4272:1
#3284:2665	#4484:0
#3266:2244	#4579:0
#3270:2080	#4269:0
#3260:3075	#4264:0
#3267:1670	#4341:0
#3279:1334	#4467:0
#3285:2246	#4348:0
#3274:1084	#4367:0
#3294:250	#4363:0
#3267:582	#4286:1
#3259:3076	#4479:0
#3267:1753	#4279:1
#3270:667	#4284:1
#3287:1502	#4265:0
#3289:3081	#4259:2
#3271:2251	#4264:0
#3272:2249	#4265:0
#3259:2501	#4280:1
#3276:2829	#4409:0
#3286:1912	#4359:1
#3284:2915	#4265:0
#3275:1830	#4283:1
#3259:1337	#4274:1
#3288:1167	#4434:0
#3280:833	#4350:0
#3263:1746	#4579:0
#3264:88	#4458:1
#3263:3	#4392:0
#3282:920	#4276:1
#3278:1416	#4265:0
#3276:1004	#4265:0
#3259:3076	#4271:0
#3291:168	#4464:0
#3277:1005	#4579:0
#3274:2999	#4557:0
#3271:2828	#4301:0
#3294:1831	#4264:0
#3298:2167	#4293:0
#3288:2493	#4367:0
#3268:753	#4265:0
#3281:1996	#4377:0
#3290:666	#4276:1
#3289:2910	#4359:1
#3276:1334	#4265:0
#3263:2413	#4276:0
#3289:1582	#4288:1
#3259:2078	#4322:0
#3288:1501	#4367:0
#3264:1503	#4354:0
#3259:420	#4272:1
#3276:2	#4538:0
#3285:3077	#4550:0
#3278:169	#4265:0
#3276:2830	#4487:0
#3283:920	#4265:0
#3262:2161	#4274:0
#3281:1668	#4297:0
#3271:2913	#4297:1
#3273:3242	#4341:0
#3273:2498	#4348:0
#3278:1915	#4462:0
#3280:2747	#4264:1
#3265:1415	#4341:1
#3277:2246	#4277:1
